student_track_id,student_id,track_name,date_enrolled,date_completed,track_completed,days_for_completion,completion_bucket
58,294771,"Data Analyst",2022-10-16,NULL,0,NULL,NULL
59,294727,"Data Scientist",2022-10-14,NULL,0,NULL,NULL
60,294727,"Business Analyst",2022-10-14,NULL,0,NULL,NULL
61,294715,"Data Scientist",2022-10-14,NULL,0,NULL,NULL
62,294707,"Data Analyst",2022-10-14,NULL,0,NULL,NULL
63,294706,"Data Scientist",2022-10-14,NULL,0,NULL,NULL
64,294663,"Data Scientist",2022-10-14,NULL,0,NULL,NULL
65,294659,"Data Analyst",2022-10-14,NULL,0,NULL,NULL
66,294649,"Data Scientist",2022-10-14,NULL,0,NULL,NULL
67,294647,"Data Analyst",2022-10-14,NULL,0,NULL,NULL
68,294630,"Business Analyst",2022-10-13,NULL,0,NULL,NULL
69,294629,"Data Scientist",2022-10-13,NULL,0,NULL,NULL
70,294540,"Data Scientist",2022-10-18,NULL,0,NULL,NULL
71,294540,"Data Analyst",2022-10-17,NULL,0,NULL,NULL
72,294540,"Business Analyst",2022-10-18,NULL,0,NULL,NULL
73,294523,"Business Analyst",2022-10-13,NULL,0,NULL,NULL
74,294521,"Data Scientist",2022-10-16,NULL,0,NULL,NULL
75,294483,"Data Analyst",2022-10-13,NULL,0,NULL,NULL
76,294438,"Data Scientist",2022-10-12,NULL,0,NULL,NULL
77,294429,"Data Scientist",2022-10-19,NULL,0,NULL,NULL
78,294413,"Data Analyst",2022-10-12,NULL,0,NULL,NULL
79,294403,"Data Scientist",2022-10-12,NULL,0,NULL,NULL
80,294400,"Data Analyst",2022-10-12,NULL,0,NULL,NULL
81,294387,"Data Analyst",2022-10-17,NULL,0,NULL,NULL
82,294378,"Data Scientist",2022-10-12,NULL,0,NULL,NULL
83,294371,"Data Scientist",2022-10-12,NULL,0,NULL,NULL
84,294354,"Business Analyst",2022-10-12,NULL,0,NULL,NULL
85,294347,"Data Analyst",2022-10-12,NULL,0,NULL,NULL
86,294316,"Business Analyst",2022-10-11,NULL,0,NULL,NULL
87,294309,"Data Scientist",2022-10-11,NULL,0,NULL,NULL
88,294281,"Data Scientist",2022-10-11,NULL,0,NULL,NULL
89,294280,"Data Scientist",2022-10-11,NULL,0,NULL,NULL
90,294253,"Data Analyst",2022-10-11,NULL,0,NULL,NULL
91,294248,"Data Scientist",2022-10-11,NULL,0,NULL,NULL
92,294245,"Data Scientist",2022-10-11,NULL,0,NULL,NULL
93,294241,"Business Analyst",2022-10-11,NULL,0,NULL,NULL
94,294230,"Business Analyst",2022-10-11,NULL,0,NULL,NULL
95,294227,"Data Analyst",2022-10-17,NULL,0,NULL,NULL
96,294225,"Data Scientist",2022-10-11,NULL,0,NULL,NULL
97,294218,"Business Analyst",2022-10-17,NULL,0,NULL,NULL
98,294199,"Data Analyst",2022-10-11,NULL,0,NULL,NULL
99,294193,"Data Scientist",2022-10-17,NULL,0,NULL,NULL
100,294190,"Business Analyst",2022-10-11,NULL,0,NULL,NULL
101,294142,"Data Analyst",2022-10-11,NULL,0,NULL,NULL
102,294131,"Data Scientist",2022-10-10,NULL,0,NULL,NULL
103,294130,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
104,294122,"Business Analyst",2022-10-11,NULL,0,NULL,NULL
105,294104,"Business Analyst",2022-10-20,NULL,0,NULL,NULL
106,294099,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
107,294094,"Data Scientist",2022-10-10,NULL,0,NULL,NULL
108,294061,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
109,294043,"Data Scientist",2022-10-20,NULL,0,NULL,NULL
110,294043,"Data Analyst",2022-10-19,NULL,0,NULL,NULL
111,294043,"Business Analyst",2022-10-20,NULL,0,NULL,NULL
112,294037,"Data Analyst",2022-10-11,NULL,0,NULL,NULL
113,294035,"Data Analyst",2022-10-20,NULL,0,NULL,NULL
114,294032,"Business Analyst",2022-10-10,NULL,0,NULL,NULL
115,294028,"Business Analyst",2022-10-16,NULL,0,NULL,NULL
116,294025,"Data Scientist",2022-10-10,NULL,0,NULL,NULL
117,294025,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
118,294025,"Business Analyst",2022-10-10,NULL,0,NULL,NULL
119,294022,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
120,294015,"Data Scientist",2022-10-10,NULL,0,NULL,NULL
121,294006,"Data Scientist",2022-10-10,NULL,0,NULL,NULL
122,293983,"Data Analyst",2022-10-09,NULL,0,NULL,NULL
123,293979,"Data Analyst",2022-10-09,NULL,0,NULL,NULL
124,293976,"Data Scientist",2022-10-09,NULL,0,NULL,NULL
125,293965,"Business Analyst",2022-10-10,NULL,0,NULL,NULL
126,293962,"Data Scientist",2022-10-09,NULL,0,NULL,NULL
127,293951,"Data Scientist",2022-10-11,NULL,0,NULL,NULL
128,293936,"Data Analyst",2022-10-14,NULL,0,NULL,NULL
129,293926,"Data Scientist",2022-10-09,NULL,0,NULL,NULL
130,293891,"Data Analyst",2022-10-09,NULL,0,NULL,NULL
131,293857,"Data Analyst",2022-10-08,NULL,0,NULL,NULL
132,293852,"Data Scientist",2022-10-13,NULL,0,NULL,NULL
133,293838,"Data Scientist",2022-10-08,NULL,0,NULL,NULL
134,293834,"Data Analyst",2022-10-08,NULL,0,NULL,NULL
135,293826,"Business Analyst",2022-10-08,NULL,0,NULL,NULL
136,293815,"Data Scientist",2022-10-08,NULL,0,NULL,NULL
137,293812,"Data Analyst",2022-10-08,NULL,0,NULL,NULL
138,293742,"Data Analyst",2022-10-07,NULL,0,NULL,NULL
139,293736,"Data Scientist",2022-10-07,NULL,0,NULL,NULL
140,293732,"Data Analyst",2022-10-07,NULL,0,NULL,NULL
141,293713,"Data Scientist",2022-10-09,NULL,0,NULL,NULL
142,293682,"Data Analyst",2022-10-08,NULL,0,NULL,NULL
143,293671,"Business Analyst",2022-10-07,NULL,0,NULL,NULL
144,293664,"Data Scientist",2022-10-07,NULL,0,NULL,NULL
145,293626,"Data Scientist",2022-10-07,NULL,0,NULL,NULL
146,293593,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
147,293592,"Data Scientist",2022-10-14,NULL,0,NULL,NULL
148,293579,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
149,293570,"Business Analyst",2022-10-13,NULL,0,NULL,NULL
150,293564,"Business Analyst",2022-10-16,NULL,0,NULL,NULL
151,293561,"Data Analyst",2022-10-06,NULL,0,NULL,NULL
152,293557,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
153,293547,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
154,293541,"Data Analyst",2022-10-13,NULL,0,NULL,NULL
155,293511,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
156,293507,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
157,293495,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
158,293486,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
159,293481,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
160,293469,"Data Analyst",2022-10-06,NULL,0,NULL,NULL
161,293465,"Business Analyst",2022-10-05,NULL,0,NULL,NULL
162,293447,"Data Scientist",2022-10-05,NULL,0,NULL,NULL
163,293431,"Data Scientist",2022-10-05,NULL,0,NULL,NULL
164,293427,"Data Analyst",2022-10-05,NULL,0,NULL,NULL
165,293407,"Data Scientist",2022-10-05,NULL,0,NULL,NULL
166,293395,"Data Analyst",2022-10-05,NULL,0,NULL,NULL
167,293381,"Data Scientist",2022-10-09,NULL,0,NULL,NULL
168,293370,"Data Scientist",2022-10-05,NULL,0,NULL,NULL
169,293367,"Data Analyst",2022-10-05,NULL,0,NULL,NULL
170,293341,"Business Analyst",2022-10-05,NULL,0,NULL,NULL
171,293332,"Business Analyst",2022-10-05,NULL,0,NULL,NULL
172,293330,"Data Scientist",2022-10-05,NULL,0,NULL,NULL
173,293324,"Data Analyst",2022-10-05,NULL,0,NULL,NULL
174,293315,"Data Scientist",2022-10-05,NULL,0,NULL,NULL
175,293311,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
176,293303,"Data Scientist",2022-10-04,NULL,0,NULL,NULL
177,293303,"Data Analyst",2022-10-08,NULL,0,NULL,NULL
178,293282,"Data Scientist",2022-10-04,NULL,0,NULL,NULL
179,293273,"Data Scientist",2022-10-04,NULL,0,NULL,NULL
180,293248,"Data Analyst",2022-10-11,NULL,0,NULL,NULL
181,293241,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
182,293236,"Data Analyst",2022-10-05,NULL,0,NULL,NULL
183,293233,"Data Analyst",2022-10-04,NULL,0,NULL,NULL
184,293216,"Data Analyst",2022-10-05,NULL,0,NULL,NULL
185,293214,"Data Scientist",2022-10-05,NULL,0,NULL,NULL
186,293194,"Data Scientist",2022-10-04,NULL,0,NULL,NULL
187,293192,"Business Analyst",2022-10-04,NULL,0,NULL,NULL
188,293156,"Data Scientist",2022-10-04,NULL,0,NULL,NULL
189,293148,"Business Analyst",2022-10-03,NULL,0,NULL,NULL
190,293132,"Business Analyst",2022-10-05,NULL,0,NULL,NULL
191,293095,"Business Analyst",2022-10-04,NULL,0,NULL,NULL
192,293083,"Data Scientist",2022-10-07,NULL,0,NULL,NULL
193,293083,"Data Analyst",2022-10-12,NULL,0,NULL,NULL
194,293083,"Business Analyst",2022-10-17,NULL,0,NULL,NULL
195,293073,"Data Scientist",2022-10-03,NULL,0,NULL,NULL
196,293071,"Data Analyst",2022-10-03,NULL,0,NULL,NULL
197,293067,"Business Analyst",2022-10-03,NULL,0,NULL,NULL
198,293062,"Data Scientist",2022-10-03,NULL,0,NULL,NULL
199,293058,"Data Scientist",2022-10-03,NULL,0,NULL,NULL
200,293045,"Data Scientist",2022-10-03,NULL,0,NULL,NULL
201,293038,"Data Scientist",2022-10-03,NULL,0,NULL,NULL
202,293035,"Data Scientist",2022-10-03,NULL,0,NULL,NULL
203,293015,"Business Analyst",2022-10-02,NULL,0,NULL,NULL
204,293013,"Business Analyst",2022-10-17,NULL,0,NULL,NULL
205,293002,"Business Analyst",2022-10-07,NULL,0,NULL,NULL
206,292992,"Data Scientist",2022-10-13,NULL,0,NULL,NULL
207,292983,"Data Analyst",2022-10-02,NULL,0,NULL,NULL
208,292973,"Data Scientist",2022-10-02,NULL,0,NULL,NULL
209,292972,"Data Analyst",2022-10-02,NULL,0,NULL,NULL
210,292967,"Data Analyst",2022-10-03,NULL,0,NULL,NULL
211,292967,"Business Analyst",2022-10-03,NULL,0,NULL,NULL
212,292965,"Data Scientist",2022-10-02,NULL,0,NULL,NULL
213,292961,"Data Analyst",2022-10-02,NULL,0,NULL,NULL
214,292939,"Data Scientist",2022-10-02,NULL,0,NULL,NULL
215,292935,"Data Scientist",2022-10-02,NULL,0,NULL,NULL
216,292934,"Data Scientist",2022-10-02,NULL,0,NULL,NULL
217,292931,"Data Scientist",2022-10-02,NULL,0,NULL,NULL
218,292928,"Business Analyst",2022-10-02,NULL,0,NULL,NULL
219,292924,"Data Scientist",2022-10-14,NULL,0,NULL,NULL
220,292915,"Business Analyst",2022-10-02,NULL,0,NULL,NULL
221,292862,"Data Scientist",2022-10-02,NULL,0,NULL,NULL
222,292845,"Business Analyst",2022-10-07,NULL,0,NULL,NULL
223,292836,"Data Analyst",2022-10-01,NULL,0,NULL,NULL
224,292830,"Data Analyst",2022-10-02,NULL,0,NULL,NULL
225,292810,"Data Analyst",2022-10-01,NULL,0,NULL,NULL
226,292784,"Data Analyst",2022-10-01,NULL,0,NULL,NULL
227,292783,"Data Scientist",2022-10-01,NULL,0,NULL,NULL
228,292774,"Data Analyst",2022-10-01,2022-11-01,1,31,"31 to 60 days"
229,292765,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
230,292764,"Business Analyst",2022-09-30,NULL,0,NULL,NULL
231,292757,"Business Analyst",2022-10-12,NULL,0,NULL,NULL
232,292724,"Data Analyst",2022-09-30,NULL,0,NULL,NULL
233,292699,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
234,292672,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
235,292671,"Data Analyst",2022-09-30,NULL,0,NULL,NULL
236,292668,"Data Scientist",2022-10-05,NULL,0,NULL,NULL
237,292657,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
238,292657,"Data Analyst",2022-09-30,NULL,0,NULL,NULL
239,292642,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
240,292640,"Data Scientist",2022-10-03,NULL,0,NULL,NULL
241,292628,"Business Analyst",2022-10-01,NULL,0,NULL,NULL
242,292624,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
243,292615,"Business Analyst",2022-09-29,NULL,0,NULL,NULL
244,292611,"Data Scientist",2022-10-04,NULL,0,NULL,NULL
245,292606,"Data Scientist",2022-09-29,NULL,0,NULL,NULL
246,292595,"Data Scientist",2022-09-29,NULL,0,NULL,NULL
247,292589,"Data Scientist",2022-09-29,NULL,0,NULL,NULL
248,292587,"Data Scientist",2022-09-29,NULL,0,NULL,NULL
249,292578,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
250,292576,"Data Scientist",2022-10-02,NULL,0,NULL,NULL
251,292572,"Data Analyst",2022-09-29,NULL,0,NULL,NULL
252,292566,"Data Scientist",2022-10-06,NULL,0,NULL,NULL
253,292561,"Business Analyst",2022-10-10,NULL,0,NULL,NULL
254,292531,"Data Scientist",2022-09-29,NULL,0,NULL,NULL
255,292499,"Data Analyst",2022-10-15,NULL,0,NULL,NULL
256,292498,"Data Scientist",2022-10-02,NULL,0,NULL,NULL
257,292496,"Data Scientist",2022-10-14,NULL,0,NULL,NULL
258,292491,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
259,292486,"Data Scientist",2022-09-29,NULL,0,NULL,NULL
260,292486,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
261,292473,"Data Scientist",2022-10-04,NULL,0,NULL,NULL
262,292462,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
263,292447,"Data Scientist",2022-10-04,NULL,0,NULL,NULL
264,292441,"Business Analyst",2022-09-28,NULL,0,NULL,NULL
265,292436,"Business Analyst",2022-10-10,NULL,0,NULL,NULL
266,292421,"Business Analyst",2022-09-28,NULL,0,NULL,NULL
267,292406,"Data Scientist",2022-09-28,NULL,0,NULL,NULL
268,292404,"Business Analyst",2022-09-28,NULL,0,NULL,NULL
269,292388,"Data Scientist",2022-09-28,NULL,0,NULL,NULL
270,292385,"Data Analyst",2022-09-29,NULL,0,NULL,NULL
271,292377,"Data Scientist",2022-09-28,NULL,0,NULL,NULL
272,292374,"Data Scientist",2022-09-28,NULL,0,NULL,NULL
273,292374,"Data Analyst",2022-09-28,NULL,0,NULL,NULL
274,292365,"Data Scientist",2022-09-27,NULL,0,NULL,NULL
275,292311,"Data Scientist",2022-10-10,NULL,0,NULL,NULL
276,292182,"Business Analyst",2022-10-01,NULL,0,NULL,NULL
277,292181,"Business Analyst",2022-10-11,NULL,0,NULL,NULL
278,292177,"Data Scientist",2022-10-17,NULL,0,NULL,NULL
279,292170,"Data Scientist",2022-09-27,NULL,0,NULL,NULL
280,292151,"Business Analyst",2022-10-06,2022-10-28,1,22,"8 to 30 days"
281,292133,"Data Scientist",2022-09-28,NULL,0,NULL,NULL
282,292121,"Data Analyst",2022-10-01,NULL,0,NULL,NULL
283,292115,"Data Scientist",2022-09-26,NULL,0,NULL,NULL
284,292104,"Business Analyst",2022-10-18,NULL,0,NULL,NULL
285,292101,"Data Scientist",2022-09-27,NULL,0,NULL,NULL
286,292086,"Data Analyst",2022-09-27,NULL,0,NULL,NULL
287,292066,"Data Analyst",2022-09-26,NULL,0,NULL,NULL
288,292039,"Data Scientist",2022-09-25,NULL,0,NULL,NULL
289,292028,"Data Analyst",2022-09-25,NULL,0,NULL,NULL
290,292022,"Data Analyst",2022-10-18,NULL,0,NULL,NULL
291,292021,"Data Analyst",2022-09-25,NULL,0,NULL,NULL
292,292020,"Data Scientist",2022-09-25,NULL,0,NULL,NULL
293,292008,"Data Analyst",2022-09-25,NULL,0,NULL,NULL
294,292000,"Data Analyst",2022-09-26,NULL,0,NULL,NULL
295,291996,"Data Scientist",2022-09-25,NULL,0,NULL,NULL
296,291993,"Data Analyst",2022-09-25,NULL,0,NULL,NULL
297,291980,"Data Scientist",2022-09-25,NULL,0,NULL,NULL
298,291977,"Data Analyst",2022-09-25,NULL,0,NULL,NULL
299,291977,"Business Analyst",2022-09-25,NULL,0,NULL,NULL
300,291976,"Data Scientist",2022-10-01,NULL,0,NULL,NULL
301,291963,"Business Analyst",2022-09-24,NULL,0,NULL,NULL
302,291959,"Data Analyst",2022-09-24,NULL,0,NULL,NULL
303,291957,"Data Analyst",2022-09-24,NULL,0,NULL,NULL
304,291949,"Data Scientist",2022-09-24,NULL,0,NULL,NULL
305,291945,"Business Analyst",2022-09-25,NULL,0,NULL,NULL
306,291940,"Data Scientist",2022-09-27,NULL,0,NULL,NULL
307,291934,"Business Analyst",2022-09-24,NULL,0,NULL,NULL
308,291919,"Data Analyst",2022-09-24,NULL,0,NULL,NULL
309,291917,"Data Scientist",2022-09-24,NULL,0,NULL,NULL
310,291915,"Data Scientist",2022-09-24,NULL,0,NULL,NULL
311,291912,"Data Scientist",2022-09-25,NULL,0,NULL,NULL
312,291891,"Data Scientist",2022-09-24,NULL,0,NULL,NULL
313,291875,"Data Analyst",2022-10-14,NULL,0,NULL,NULL
314,291868,"Data Scientist",2022-09-29,NULL,0,NULL,NULL
315,291852,"Data Analyst",2022-09-23,NULL,0,NULL,NULL
316,291837,"Data Analyst",2022-09-23,NULL,0,NULL,NULL
317,291831,"Data Scientist",2022-09-25,NULL,0,NULL,NULL
318,291831,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
319,291831,"Business Analyst",2022-09-25,NULL,0,NULL,NULL
320,291830,"Data Scientist",2022-09-26,NULL,0,NULL,NULL
321,291829,"Data Scientist",2022-09-26,NULL,0,NULL,NULL
322,291827,"Data Scientist",2022-09-23,NULL,0,NULL,NULL
323,291823,"Data Analyst",2022-09-25,NULL,0,NULL,NULL
324,291791,"Data Scientist",2022-09-23,NULL,0,NULL,NULL
325,291789,"Data Scientist",2022-09-23,NULL,0,NULL,NULL
326,291789,"Business Analyst",2022-10-11,NULL,0,NULL,NULL
327,291769,"Data Scientist",2022-09-24,NULL,0,NULL,NULL
328,291769,"Data Analyst",2022-09-24,NULL,0,NULL,NULL
329,291769,"Business Analyst",2022-09-24,NULL,0,NULL,NULL
330,291759,"Data Scientist",2022-09-23,NULL,0,NULL,NULL
331,291753,"Business Analyst",2022-09-22,NULL,0,NULL,NULL
332,291750,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
333,291744,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
334,291743,"Data Scientist",2022-09-23,NULL,0,NULL,NULL
335,291738,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
336,291735,"Business Analyst",2022-09-22,NULL,0,NULL,NULL
337,291730,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
338,291728,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
339,291723,"Data Analyst",2022-10-19,NULL,0,NULL,NULL
340,291713,"Business Analyst",2022-09-22,NULL,0,NULL,NULL
341,291711,"Data Analyst",2022-09-22,NULL,0,NULL,NULL
342,291710,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
343,291706,"Data Scientist",2022-09-25,NULL,0,NULL,NULL
344,291706,"Data Analyst",2022-09-22,NULL,0,NULL,NULL
345,291706,"Business Analyst",2022-09-28,NULL,0,NULL,NULL
346,291701,"Data Scientist",2022-10-11,NULL,0,NULL,NULL
347,291699,"Data Analyst",2022-10-10,NULL,0,NULL,NULL
348,291699,"Business Analyst",2022-10-11,NULL,0,NULL,NULL
349,291698,"Data Analyst",2022-10-11,NULL,0,NULL,NULL
350,291698,"Business Analyst",2022-10-11,NULL,0,NULL,NULL
351,291688,"Data Analyst",2022-10-20,NULL,0,NULL,NULL
352,291686,"Data Analyst",2022-10-20,NULL,0,NULL,NULL
353,291679,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
354,291678,"Business Analyst",2022-10-18,NULL,0,NULL,NULL
355,291675,"Data Analyst",2022-09-25,NULL,0,NULL,NULL
356,291674,"Data Analyst",2022-10-11,NULL,0,NULL,NULL
357,291671,"Data Analyst",2022-10-12,NULL,0,NULL,NULL
358,291665,"Business Analyst",2022-10-10,NULL,0,NULL,NULL
359,291655,"Data Analyst",2022-10-04,NULL,0,NULL,NULL
360,291653,"Data Analyst",2022-10-16,NULL,0,NULL,NULL
361,291649,"Data Analyst",2022-10-05,NULL,0,NULL,NULL
362,291641,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
363,291632,"Business Analyst",2022-10-17,2022-11-16,1,30,"8 to 30 days"
364,291626,"Data Scientist",2022-09-24,NULL,0,NULL,NULL
365,291625,"Data Analyst",2022-10-16,NULL,0,NULL,NULL
366,291617,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
367,291617,"Data Analyst",2022-09-22,NULL,0,NULL,NULL
368,291617,"Business Analyst",2022-09-22,NULL,0,NULL,NULL
369,291587,"Data Scientist",2022-09-21,NULL,0,NULL,NULL
370,291577,"Data Analyst",2022-09-21,NULL,0,NULL,NULL
371,291576,"Data Analyst",2022-09-21,NULL,0,NULL,NULL
372,291568,"Data Analyst",2022-09-21,NULL,0,NULL,NULL
373,291566,"Data Scientist",2022-09-30,NULL,0,NULL,NULL
374,291566,"Business Analyst",2022-10-13,NULL,0,NULL,NULL
375,291565,"Business Analyst",2022-09-21,NULL,0,NULL,NULL
376,291511,"Data Analyst",2022-09-21,NULL,0,NULL,NULL
377,291504,"Data Analyst",2022-09-22,NULL,0,NULL,NULL
378,291487,"Data Scientist",2022-09-24,NULL,0,NULL,NULL
379,291474,"Data Scientist",2022-09-20,NULL,0,NULL,NULL
380,291470,"Data Scientist",2022-09-24,NULL,0,NULL,NULL
381,291452,"Data Analyst",2022-09-20,NULL,0,NULL,NULL
382,291436,"Data Scientist",2022-09-26,NULL,0,NULL,NULL
383,291425,"Data Scientist",2022-09-23,NULL,0,NULL,NULL
384,291425,"Data Analyst",2022-09-24,NULL,0,NULL,NULL
385,291423,"Data Analyst",2022-09-20,NULL,0,NULL,NULL
386,291410,"Data Analyst",2022-09-20,NULL,0,NULL,NULL
387,291404,"Data Analyst",2022-10-18,NULL,0,NULL,NULL
388,291382,"Data Scientist",2022-09-20,NULL,0,NULL,NULL
389,291377,"Data Analyst",2022-10-02,NULL,0,NULL,NULL
390,291377,"Business Analyst",2022-10-03,NULL,0,NULL,NULL
391,291347,"Data Analyst",2022-09-20,NULL,0,NULL,NULL
392,291320,"Data Scientist",2022-09-19,NULL,0,NULL,NULL
393,291318,"Business Analyst",2022-09-19,NULL,0,NULL,NULL
394,291316,"Business Analyst",2022-09-19,NULL,0,NULL,NULL
395,291308,"Business Analyst",2022-09-19,NULL,0,NULL,NULL
396,291290,"Data Scientist",2022-09-22,NULL,0,NULL,NULL
397,291282,"Data Analyst",2022-09-19,NULL,0,NULL,NULL
398,291244,"Data Analyst",2022-10-07,NULL,0,NULL,NULL
399,291234,"Data Analyst",2022-09-20,NULL,0,NULL,NULL
400,291230,"Data Scientist",2022-09-19,NULL,0,NULL,NULL
401,291228,"Data Analyst",2022-09-19,NULL,0,NULL,NULL
402,291224,"Data Scientist",2022-09-18,NULL,0,NULL,NULL
403,291202,"Data Scientist",2022-09-18,NULL,0,NULL,NULL
404,291192,"Data Scientist",2022-09-18,NULL,0,NULL,NULL
405,291183,"Data Analyst",2022-10-20,NULL,0,NULL,NULL
406,291180,"Data Analyst",2022-09-18,NULL,0,NULL,NULL
407,291173,"Data Scientist",2022-09-18,NULL,0,NULL,NULL
408,291132,"Data Scientist",2022-09-18,NULL,0,NULL,NULL
